cxcfile-hobbit24hour,image name-24hour,cellnum24hour,slice24hour,sumhobbit24hour,maxhobbit24hour,sumdilatedhobbit24hour,maxdilatedhobbit24hour,area24hour,sumlinc24hour,maxlinc24hour,sumdilatedlinc24hour,maxdilatedlinc24hour,url24hour
8,24hour-8.png,4,8,2771981.5,13238.791,3526080.2,14101.856,194.314,5169704,34059.785,6268486.5,34059.785,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
8,24hour-8.png,5,9,990790.9,4620.3564,1811846.6,8153.5366,171.5,2238938.8,6702.9814,3842514,6702.9814,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
8,24hour-8.png,6,18,2008544,8905.577,3203199.8,12017.196,186.004,2178314.8,3666.8245,3366171.2,3876.2695,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
8,24hour-8.png,7,10,1303570.2,8797.421,1816188.6,8797.421,166.306,1408484.5,2925.8538,2197186.8,8130.394,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
8,24hour-8.png,8,15,1044372,6488.6895,2347361.2,21855.588,132.653,1503799.4,6631.806,1828580.1,6631.806,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
8,24hour-8.png,9,21,1266233.8,14639.774,1425301.2,14639.774,87.592,586648.25,5273.135,688562.3,5273.135,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
8,24hour-8.png,10,17,1570433.6,8474.588,1725839.9,8474.588,159.191,1201194.5,2780.7446,1827539.4,2780.7446,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
8,24hour-8.png,11,10,616553.2,9377.249,909809.1,9377.249,122.755,273495.94,2594.838,356166.56,2594.838,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
8,24hour-8.png,12,22,2547421,12510.623,3770586.2,12510.623,212.052,2746777.2,5616.7646,3613904.8,5616.7646,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
8,24hour-8.png,13,30,499082.16,5137.1177,533347.94,5137.1177,144.178,427058.22,2700.4558,479798.72,2700.4558,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-8.png
9,24hour-9.png,1,21,3004261,7506.1514,3333562.2,7506.1514,175.361,2588405.5,13894.337,3278066.8,13894.337,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,2,1,581188.94,5835.389,765178.5,5835.389,116.248,1129857.2,5527.2153,1265132.5,5527.2153,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,3,19,1427372,8320.182,2496931,16438.516,173.225,1470569.1,9524.293,1913404.9,9524.293,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,4,12,967012.94,10043.16,1111030,10043.16,144.609,2097982.5,17074.96,2510919,17074.96,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,5,18,6947279,37152.01,7416362.5,37152.01,176.322,4263781,19217.998,5152535.5,19217.998,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,6,20,2454441,11972.273,2756638.5,11972.273,159.407,2594147,9182.456,2927852.2,9182.456,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,7,22,2765515,12380.723,3697257,12380.723,212.17,2991595,6138.1167,3880080,6138.1167,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,8,6,2533991,13974.278,3096271.5,13974.278,212.17,2757709.5,7965.773,3459559.8,7965.773,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,9,16,3927793.2,10692.145,4606433,10692.145,118.364,2520997.5,7664.5923,3069335,7664.5923,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,10,22,695132.9,3310.0896,1656276.1,11169.342,174.166,1286982.9,11616.846,4909515.5,42516.94,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,11,13,625629.4,6221.1562,875752.25,6700.611,146.843,2267784.5,21021.775,2847194.2,21021.775,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,12,9,276819.03,3904.5073,905477.8,5301.131,88.984,397038.6,2367.28,887146.3,2738.4856,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,13,19,583785.8,6183.863,1270890.6,6265.607,165.346,969844.1,3925.868,1298731.4,3925.868,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,14,22,80326.56,2113.0833,385168.78,6876.7573,97.765,292772.66,2060.4854,379910.25,2231.128,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,15,14,534854.25,6876.7573,816922.56,6876.7573,186.239,1188641.9,10942.765,1318309.6,10942.765,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
9,24hour-9.png,16,10,468037.6,6197.7236,743527,6197.7236,142.512,2823573.8,19262.635,3271455.5,19262.635,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-9.png
10,24hour-10.png,1,19,862697.75,2666.5063,1255418.6,2666.5063,169.756,2688912.8,20899.166,2963415.2,20899.166,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,2,19,612259.1,6467.852,832267.94,6467.852,155.8,1488061.6,8444.338,1609732.9,8444.338,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,3,18,1176750.5,7372.6553,1901499,9094.839,128.145,1414671.6,11196.216,1516905,11196.216,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,4,12,2524113.2,23788.213,2537082.5,23788.213,124.166,1562597.5,12128.191,1617292.5,12128.191,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,5,17,1235034.9,7186.57,2129712.2,7186.57,168.972,1161747.1,5161.714,1529042.6,5161.714,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,6,17,762452.8,3907.3254,1046315.4,3907.3254,168.874,2169131.8,14187.443,2594227,14187.443,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,7,15,2666064.2,8056.5894,3237218,8056.5894,154.644,2766870,6342.4575,3900117.2,6342.4575,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,8,17,2556273.2,13870.242,3023471,13870.242,142.002,8040779.5,67310.4,9124305,67310.4,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,9,10,2625202.5,11365.79,3313020.8,11365.79,133.672,3491315,21673.885,4876026,21673.885,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,10,14,3683961.5,15639.325,3965685.8,15639.325,117.247,4757815,11346.462,5087020,11346.462,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,11,17,1353900.1,7021.626,1999568.5,8184.363,174.185,1250702.2,9908.032,1589300.4,9908.032,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,12,17,1615211.6,7271.176,2336008,13870.242,158.152,2105580.2,13641.362,2684614.5,13641.362,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,13,17,507456.62,6824.3354,632675.44,6824.3354,138.102,1343318.6,12364.125,1396218.5,12364.125,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,14,13,553636.6,6159.607,767633.8,6159.607,164.091,2912597.2,13110.817,3255867.2,13110.817,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,15,17,326708.16,4434.0415,669538.94,5970.21,141.159,1682781.9,9545.681,2058619.9,9545.681,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,16,17,974764.75,6089.1304,1104957.5,6089.1304,134.417,1215007.4,13309.473,1549732,13309.473,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
10,24hour-10.png,17,16,711453.44,8255.591,779950.9,8255.591,109.642,2129747.2,13300.412,2198120,13300.412,http://bioinfo/n/projects/jjl/public/zainab%20afzal/1-26-2017/processed/images-spotfire/24hour-10.png
